Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude,Agency Description,Color Description,Body Style Description
4274632784,2016-01-05T00:00:00.000,1135,80101,,CA,201610,,HOND,PA,BK,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632795,2016-01-05T00:00:00.000,1136,80101,,CA,201604,,KIA,PA,RD,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632810,2016-01-05T00:00:00.000,1139,80101,,CA,201607,,MAZD,PA,BK,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632821,2016-01-05T00:00:00.000,1141,80101,,CA,201603,,HOND,PA,TN,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632832,2016-01-05T00:00:00.000,1143,80101,,CA,201609,,TOYT,PA,SL,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632843,2016-01-05T00:00:00.000,1144,80101,,CA,201602,,FORD,PA,GY,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632854,2016-01-05T00:00:00.000,1145,80101,,CA,,,MERZ,PA,BK,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632865,2016-01-05T00:00:00.000,1147,80101,,CA,201608,,FORD,PA,BK,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632876,2016-01-05T00:00:00.000,1148,80101,,CA,201610,,CHEV,PA,TN,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632891,2016-01-05T00:00:00.000,1151,80101,,CA,201610,,NISS,PA,SL,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632902,2016-01-05T00:00:00.000,1151,80101,,CA,201609,,KIA,PA,GY,1235 FIGUEROA PL,00568,55,88.63B+,OFF STR/OVERTIME/MTR,58,6476265.1,1743317.3,,,
4274632913,2016-01-05T00:00:00.000,1553,WN32,,CA,201602,,FORD,PU,BK,700 AVALON BL N,00568,55,88.13B+,METER EXP.,63,6481942.8,1741886,,,
4274634696,2016-01-05T00:00:00.000,817,,,CA,12,,GMC,TK,WT,15450 TUBA STREET,00334,53,80.69BS,NO PARK/STREET CLEAN,73,6420074.2,1916008.5,,,
4274634700,2016-01-05T00:00:00.000,840,,,CA,4,,FERR,PA,GN,15540 SEPTO STREET,00334,53,80.71.3,PARKING/FRONT YARD,68,99999,99999,,,
4274634711,2016-01-05T00:00:00.000,1011,,,CA,11,,HOND,PA,SL,10124 DENSMORE AVENUE,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274634722,2016-01-05T00:00:00.000,1018,,,CA,3,,TOYT,PA,BK,9900 BLK MONTGOMERY AVE,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274634733,2016-01-05T00:00:00.000,1021,,,CA,1,,FORD,PA,GN,10020 GAVIOTA AVENUE,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274634744,2016-01-05T00:00:00.000,1031,,,CA,8,,NISS,PA,BG,16013 TUBA ST,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274634755,2016-01-05T00:00:00.000,1036,,,CA,3,,JEEP,PA,SL,16013 TUBA STREET,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274634766,2016-01-05T00:00:00.000,1040,,,CA,7,,TOYT,PA,SL,16100 MAYALL STREET,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274634770,2016-01-05T00:00:00.000,1111,,,WA,10,,DODG,TK,BL,15919 LEMARSH STREET,00334,53,80.71.3,PARKING/FRONT YARD,68,99999,99999,,,
4274634781,2016-01-05T00:00:00.000,1219,,,CA,12,,FORD,PA,SL,16200 MAYALL ST,00334,53,80.69BS,NO PARK/STREET CLEAN,73,6415142,1915090.5,,,
4274634792,2016-01-05T00:00:00.000,1234,,,CA,4,,CHRY,PA,WT,16310 SWINTON AVENUE,00334,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274642120,2016-01-05T00:00:00.000,1006,,,CA,,,MERZ,PA,BK,200 LUCAS AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6482915.3,1844631.8,,,
4274642131,2016-01-05T00:00:00.000,1008,,,CA,201601,,CHEV,PA,BK,205 S TOLUCA ST,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6483328.1,1844640.4,,,
4274642142,2016-01-05T00:00:00.000,1009,,,CA,201601,,CHEV,PA,BK,205 S TOLUCA ST,647R1,56,5200,DISPLAY OF PLATES,25,6483328.1,1844640.4,,,
4274642153,2016-01-05T00:00:00.000,1010,,,CA,201606,,AUDI,PA,BL,205 S TOLUCA ST,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6483328.1,1844640.4,,,
4274642164,2016-01-05T00:00:00.000,1015,,,CA,201611,,KIA,PA,BK,225 S WITMER ST,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6482337.1,1844437.5,,,
4274642175,2016-01-05T00:00:00.000,1018,,,CA,201604,,DODG,PA,RD,1520 2ND ST W,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6482216,1844736.5,,,
4274642186,2016-01-05T00:00:00.000,1019,,,CA,201608,,NISS,PA,BK,1520 2ND ST W,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6482216,1844736.5,,,
4274642190,2016-01-05T00:00:00.000,1020,,,CA,201605,,PONT,PA,SL,1520 2ND ST W,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,6482216,1844736.5,,,
4274642201,2016-01-05T00:00:00.000,1150,SA128,,CA,201601,,CHEV,PA,BK,1201 LOGAN ST,647R1,56,88.13B+,METER EXP.,63,6483246,1850251.7,,,
4274642212,2016-01-05T00:00:00.000,1153,SA120,,CZ,201607,,TOYT,PA,GN,1700 SUNSET BL,647R1,56,88.13B+,METER EXP.,63,6483414,1850586.1,,,
4274642245,2016-01-05T00:00:00.000,1157,SA136,,CA,201605,,HYUN,PA,BL,1600 SUNSET BL,647R1,56,88.13B+,METER EXP.,63,6483738.2,1850416,,,
4274642256,2016-01-05T00:00:00.000,1159,,,AZ,,,ISU,PA,SL,1572 SUNSET BL,647R1,56,80.56E4+,RED ZONE,93,6483868.1,1850347.8,,,
4274642260,2016-01-05T00:00:00.000,1202,SA238,,MD,,,CHRY,PA,GY,1500 SUNSET BL,647R1,56,88.13B+,METER EXP.,63,6484351.1,1850094.3,,,
4274642271,2016-01-05T00:00:00.000,1359,WB590,,CA,201608,,CHEV,PU,WT,601 18TH ST W,647R1,56,88.13B+,METER EXP.,63,6473428.3,1723478.2,,,
4274642282,2016-01-05T00:00:00.000,1402,WB545,,CA,201701,,TOYT,PA,GY,501 18TH ST W,647R1,56,88.13B+,METER EXP.,63,6474103.3,1723473.5,,,
4274642293,2016-01-05T00:00:00.000,1405,WB712A,,CA,201612,,FORD,PA,BK,1800 FIGUEROA ST S,647R1,56,88.13B+,METER EXP.,63,6479449.9,1835384.3,,,
4274642304,2016-01-05T00:00:00.000,1510,,,CA,201602,,TOYT,PA,WT,1360 FIGUEROA ST S,647R1,56,80.69AP+,NO STOP/STANDING,93,6480292.5,1836959.1,,,
4274642315,2016-01-05T00:00:00.000,1556,,,KS,201511,,HOND,PA,WT,1360 FIGUEROA ST S,647R1,56,80.69AP+,NO STOP/STANDING,93,6480292.5,1836959.1,,,
4274642326,2016-01-05T00:00:00.000,1605,,,CA,201512,,BMW,PA,WT,125 PICO BLVD E,647R1,56,80.69AP+,NO STOP/STANDING,93,6482659.4,1835907.8,,,
4274642330,2016-01-05T00:00:00.000,1609,ED397,,CA,201609,,TOYT,PA,WT,700 PICO BLVD E,647R1,56,88.13B+,METER EXP.,63,6480470.8,1837284.8,,,
4274652546,2016-01-05T00:00:00.000,1122,C994,,CA,201607,,FORD,PA,TN,3400 VERMONT AV S,538H,55,88.13B+,METER EXP.,63,6473328.1,1831789.1,,,
4274652550,2016-01-05T00:00:00.000,1138,C568,,CA,201604,,TOYT,PA,GY,3201 FIGUEROA ST S,538H,55,88.13B+,METER EXP.,63,6477136.2,1831054.1,,,
4274652561,2016-01-05T00:00:00.000,1153,WB130,,CA,201603,,DODG,PA,SL,2000 HILL ST S,538H,55,88.13B+,METER EXP.,63,6480628,1833736.1,,,
4274652572,2016-01-05T00:00:00.000,1159,WB125,,CA,201512,,TOYT,PU,WT,101 21ST ST W,538H,55,88.13B+,METER EXP.,63,6481054.2,1833025,,,
4274652583,2016-01-05T00:00:00.000,1216,WB223,,CA,201604,,JEEP,PA,TN,2001 OLIVE ST S,538H,55,88.13B+,METER EXP.,63,6480387,1833867,,,
4274652594,2016-01-05T00:00:00.000,1320,C405,,CA,201610,,ACUR,PA,GY,401 37TH PL,538H,55,88.13B+,METER EXP.,63,6476326.3,1828729.8,,,
4274652605,2016-01-05T00:00:00.000,1321,,,CA,201610,,ACUR,PA,GY,401 37TH PL,538H,55,5200,DISPLAY OF PLATES,25,6476326.3,1828729.8,,,
4274660445,2016-01-05T00:00:00.000,1039,,,CA,201610,,MAZD,VN,GO,4077 MISSION ROAD,6T7,56,80.56E4+,RED ZONE,93,6502592.4,1850105.2,,,
4274660456,2016-01-05T00:00:00.000,1117,,,CA,201609,,HOND,PA,GO,3001 NORTH BROADWAY,6T7,56,80.56E1,WHITE ZONE,58,6497961.9,1849275.5,,,
4274660460,2016-01-05T00:00:00.000,1119,,,CA,201602,,HOND,PA,GN,3001 NORTH BROADWAY,6T7,56,80.56E1,WHITE ZONE,58,6497961.9,1849275.5,,,
4274660471,2016-01-05T00:00:00.000,1137,,,CA,201608,,HOND,PA,BL,318 BREED ST N,6T7,56,22500E,BLOCKING DRIVEWAY,68,6497275.6,1837698,,,
4274660482,2016-01-05T00:00:00.000,1145,,,CA,201606,,TOYT,PA,GY,2321 MICHIGAN AVE,6T7,56,80.69BS,NO PARK/STREET CLEAN,73,6498099.4,1838994.2,,,
4274660493,2016-01-05T00:00:00.000,1146,,,CA,,,TOYT,PA,WT,2321 MICHIGAN AVE,6T7,56,80.69BS,NO PARK/STREET CLEAN,73,6498099.4,1838994.2,,,
4274660504,2016-01-05T00:00:00.000,1147,,,CA,,,TOYT,PA,WT,2321 MICHIGAN AVE,6T7,56,5200,DISPLAY OF PLATES,25,6498099.4,1838994.2,,,
4274660515,2016-01-05T00:00:00.000,1307,,,CA,201701,,TOYT,PA,RD,2411 JOHNSTON ST,6T7,56,80.69BS,NO PARK/STREET CLEAN,73,6497960.9,1849341.7,,,
4274660526,2016-01-05T00:00:00.000,1310,,,CA,201601,,VOLK,PA,BK,3104 ALTURA AVE,6T7,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274660530,2016-01-05T00:00:00.000,1313,,,CA,201608,,NISS,PA,BK,2455 EASTLAKE AVE,6T7,56,80.69BS,NO PARK/STREET CLEAN,73,6498736.9,1849643.3,,,
4274660541,2016-01-05T00:00:00.000,1517,,,CA,201603,,HOND,PA,RD,2250 ADDISON WAY,6T7,56,80.73.2,EXCEED 72HRS-ST,68,99999,99999,,,
4274660552,2016-01-05T00:00:00.000,1533,,,CA,201606,,FORD,VN,WT,AF 6351 ADELAIDE PL,6T7,56,80.73.2,EXCEED 72HRS-ST,68,99999,99999,,,
4274660563,2016-01-05T00:00:00.000,1617,,,CA,,,HOND,PA,SL,1810 CESAR E CHAVEZ AVE E,6T7,56,80.69AP+,NO STOP/STANDING,93,6496159.5,1840864.9,,,
4274660574,2016-01-05T00:00:00.000,1623,,,CA,201603,,TOYT,PA,RD,2308 4TH ST E,6T7,56,80.69AP+,NO STOP/STANDING,93,6497164.4,1837417.4,,,
4274660585,2016-01-05T00:00:00.000,1624,,,CA,201611,,NISS,PA,BK,2308 4TH ST E,6T7,56,80.69AP+,NO STOP/STANDING,93,6497164.4,1837417.4,,,
4274660596,2016-01-05T00:00:00.000,1629,,,CA,201602,,NISS,PA,GY,2744 4TH ST E,6T7,56,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
4274660600,2016-01-05T00:00:00.000,1720,YO26690,,CA,201608,,TOYT,PA,SL,5033 LINCOLN AVE,6T7,56,88.63B+,OFF STR/OVERTIME/MTR,58,6499186.2,1866283.7,,,
4274660611,2016-01-05T00:00:00.000,1721,YO26690,,CA,201612,,MERZ,PA,BL,5033 LINCOLN AVE,6T7,56,88.63B+,OFF STR/OVERTIME/MTR,58,6499186.2,1866283.7,,,
4274660622,2016-01-05T00:00:00.000,1722,,,CA,201612,,MERZ,PA,BL,5033 LINCOLN AVE,6T7,56,5200,DISPLAY OF PLATES,25,6499186.2,1866283.7,,,
4274660633,2016-01-05T00:00:00.000,1725,YO26690,,CA,201607,,CHEV,PA,BL,5033 LINCOLN AVE,6T7,56,88.63B+,OFF STR/OVERTIME/MTR,58,6499186.2,1866283.7,,,
4274660644,2016-01-05T00:00:00.000,1729,YO26690,,CA,201606,,TOYT,PA,SL,5033 LINCOLN AVE,6T7,56,88.63B+,OFF STR/OVERTIME/MTR,58,6499186.2,1866283.7,,,
4274662556,2016-01-05T00:00:00.000,1116,PW17075,,CA,201505,,MERC,PA,SL,2377 MIDVALE AVE,00111,51,88.53,OFF STR MTR/OUT LINE,58,6431428.1,1837269.9,,,
4274662560,2016-01-05T00:00:00.000,1119,,,CA,201505,,MERC,PA,SL,2377 MIDVALE AVE,00111,51,5204A-,DISPLAY OF TABS,25,6431428.1,1837269.9,,,
4274662571,2016-01-05T00:00:00.000,1129,PW176,,CA,201609,,SAA,PA,BL,2301 WESTWOOD BL,00111,51,88.13B+,METER EXP.,63,6431262,1838090.1,,,
4274662582,2016-01-05T00:00:00.000,1410,PR7,,CA,201607,,GMC,PA,SL,8601 PICO BL W,00111,51,88.13B+,METER EXP.,63,6447015.6,1842167.4,,,
4274662593,2016-01-05T00:00:00.000,1625,PW94,,CA,201606,,HOND,PA,RD,2300 GLENDON AV,00111,51,88.13B+,METER EXP.,63,6431539.4,1838287.3,,,
4274662604,2016-01-05T00:00:00.000,1646,,,CA,201610,,MERZ,PA,BK,1256 WESTWOOD BLVD,00111,51,80.56E1,WHITE ZONE,58,6427431.1,1843680.7,,,
4274662615,2016-01-05T00:00:00.000,1728,WS154,,CA,,,LEXS,PA,GY,10900 WELLWORTH AV,00111,51,88.13B+,METER EXP.,63,6427560.1,1843420.6,,,
4274662626,2016-01-05T00:00:00.000,1733,,,CA,201607,,VOLK,PA,WT,1303 WESTWOOD BLVD,00111,51,80.56E2,YELLOW ZONE,58,6427566.2,1843408.2,,,
4274662630,2016-01-05T00:00:00.000,1743,WS280,,CA,201610,,KIA,PA,GY,2001 WESTWOOD BL,00111,51,88.13B+,METER EXP.,63,6430149,1839654.7,,,
4274662641,2016-01-05T00:00:00.000,1752,PW17075,,CA,201611,,ACUR,PA,GY,2377 MIDVALE AVE,00111,51,88.63B+,OFF STR/OVERTIME/MTR,58,6431428.1,1837269.9,,,
4274662652,2016-01-05T00:00:00.000,1755,PW17075,,CA,201604,,AUDI,PA,BK,2377 MIDVALE AVE,00111,51,88.63B+,OFF STR/OVERTIME/MTR,58,6431428.1,1837269.9,,,
4274669490,2016-01-05T00:00:00.000,1225,,1118,CA,201609,,FORD,PA,GY,13488 MAXELLA AVE,00111,51,80.69C,PARKED OVER TIME LIM,58,6427515.8,1817626,,,
4274669501,2016-01-05T00:00:00.000,1306,BR87B,,CA,201612,,DODG,PA,WT,11900 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6418423.9,1841658.9,,,
4274669512,2016-01-05T00:00:00.000,1311,BR99,,CA,,,RROV,PA,BK,11900 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6418423.9,1841658.9,,,
4274669523,2016-01-05T00:00:00.000,1312,,,CA,201606,,FORD,PA,WT,11900 SAN VICENTE BL,00111,51,80.56E1,WHITE ZONE,58,6418423.9,1841658.9,,,
4274669534,2016-01-05T00:00:00.000,1321,BR163,,CA,201612,,TOYT,PA,GY,11600 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669545,2016-01-05T00:00:00.000,1327,,,CA,201603,,TOYT,PA,BK,11601 SAN VICENTE BL,00111,51,80.56E1,WHITE ZONE,58,6416069,1841199.6,,,
4274669556,2016-01-05T00:00:00.000,1335,,,CA,,,RROV,PA,BK,145 BARRINGTON AVE,00111,51,80.56E2,YELLOW ZONE,58,6419139.6,1846732,,,
4274669560,2016-01-05T00:00:00.000,1336,,,CA,,,RROV,PA,BK,145 BARRINGTON AVE,00111,51,5200,DISPLAY OF PLATES,25,6419139.6,1846732,,,
4274669571,2016-01-05T00:00:00.000,1342,BW101,,CA,201603,,SUBA,PA,BL,11600 BARRINGTON CT S,00111,51,88.13B+,METER EXP.,63,6419538.3,1846455.3,,,
4274669582,2016-01-05T00:00:00.000,1348,BW52,,CA,201601,,SUBA,PA,BG,101 BARRINGTON PL,00111,51,88.13B+,METER EXP.,63,6419209.7,1846900.5,,,
4274669593,2016-01-05T00:00:00.000,1350,BW54,,CA,201608,,FORD,PA,GN,101 BARRINGTON PL,00111,51,88.13B+,METER EXP.,63,6419209.7,1846900.5,,,
4274669604,2016-01-05T00:00:00.000,1415,WSV91,,CA,201608,,LEXS,PA,BL,12001 WILSHIRE BL,00111,51,88.13B+,METER EXP.,63,6420476.5,1839171.8,,,
4274669615,2016-01-05T00:00:00.000,1507,BR98,,CA,201612,,TOYT,PA,BG,11900 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6418423.9,1841658.9,,,
4274669626,2016-01-05T00:00:00.000,1517,BR136,,CA,201610,,TOYT,PA,GY,11700 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669630,2016-01-05T00:00:00.000,1519,BR139,,CA,201511,,TOYT,PA,GY,11600 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669641,2016-01-05T00:00:00.000,1522,BR151,,CA,201607,,MASE,PA,BK,11600 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669652,2016-01-05T00:00:00.000,1523,,,CA,201607,,MASE,PA,BK,11600 SAN VICENTE BL,00111,51,5200,DISPLAY OF PLATES,25,99999,99999,,,
4274669663,2016-01-05T00:00:00.000,1529,BR153,,CA,201607,,RROV,PA,BK,11600 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669674,2016-01-05T00:00:00.000,1536,BR30,,CA,201604,,NISS,PA,WT,11601 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6416069,1841199.6,,,
4274669685,2016-01-05T00:00:00.000,1543,BW138,,CA,201602,,VOLK,PA,BL,11700 BARRINGTON CT S,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669696,2016-01-05T00:00:00.000,1545,BW133,,WI,201608,,AUDI,PA,BK,11700 BARRINGTON CT S,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669700,2016-01-05T00:00:00.000,1547,BW128,,CA,201604,,TOYT,PA,WT,11701 BARRINGTON CT S,00111,51,88.13B+,METER EXP.,63,6419450.1,1846183,,,
4274669711,2016-01-05T00:00:00.000,1559,BR36B,,CA,201609,,TOYT,PA,RD,11700 GORHAM AV,00111,51,88.13B+,METER EXP.,63,6420501,1842362.9,,,
4274669722,2016-01-05T00:00:00.000,1608,BR70A,,CA,,,GMC,PA,BK,11901 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6418423.9,1841658.9,,,
4274669733,2016-01-05T00:00:00.000,1611,BR68,,CA,201611,,TOYT,PA,GY,11901 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6418423.9,1841658.9,,,
4274669744,2016-01-05T00:00:00.000,1643,BR25,,CA,201701,,LEXS,PA,GY,11601 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,6416069,1841199.6,,,
4274669755,2016-01-05T00:00:00.000,1729,BR150,,CA,201609,,TOYT,PA,GY,11600 SAN VICENTE BL,00111,51,88.13B+,METER EXP.,63,99999,99999,,,
4274669766,2016-01-05T00:00:00.000,1730,,,CA,201609,,TOYT,PA,GY,11600 SAN VICENTE BL,00111,51,5200,DISPLAY OF PLATES,25,99999,99999,,,
4274670514,2016-01-05T00:00:00.000,959,,,CA,201507,,VOLK,PA,BK,10969 ASHTON AVE,00187,51,5204A-,DISPLAY OF TABS,25,6426659.8,1843481,,,
4274670525,2016-01-05T00:00:00.000,1013,,,CA,201607,,TOYT,PA,WT,10925 KINROSS AVE,00187,51,80.56E4+,RED ZONE,93,6426534,1844668.1,,,
4274670536,2016-01-05T00:00:00.000,1019,WV305,,CA,201603,,TOYT,PA,BK,1130 WESTWOOD BLVD,00187,51,88.03A,OUTSIDE LINES/METER,58,6426871.5,1844576.5,,,
4274670540,2016-01-05T00:00:00.000,1040,11,,IN,201503,,JEEP,PA,RD,701 MANNING AVE,00187,51,80.58L,PREFERENTIAL PARKING,68,6428549.8,1846921.5,,,
4274670551,2016-01-05T00:00:00.000,1043,11,,CA,201602,,BMW,PA,WT,701 MANNING AVE,00187,51,80.58L,PREFERENTIAL PARKING,68,6428549.8,1846921.5,,,
4274670562,2016-01-05T00:00:00.000,1145,,,CA,6,,OTHR,CM,WT,1900 AVENUE OF THE STARS,00187,51,80.69AA+,NO STOP/STAND,93,6435349.5,1844449.4,,,
4274670573,2016-01-05T00:00:00.000,1413,WS514,,CA,,,RROV,PA,WT,1830 PONTIUS AV,00187,51,88.13B+,METER EXP.,63,6427472.2,1839118,,,
4274670584,2016-01-05T00:00:00.000,1414,,,CA,,,RROV,PA,WT,1830 PONTIUS AV,00187,51,5204A-,DISPLAY OF TABS,25,6427472.2,1839118,,,
4274670595,2016-01-05T00:00:00.000,1431,,,CA,,,OTHR,CM,WT,930 WESTWOOD BLVD,00187,51,22500H,DOUBLE PARKING,68,6426800.6,1845590.7,,,
4274670606,2016-01-05T00:00:00.000,1448,4,,CA,201605,,VOLK,PA,GY,10857 ROCHESTER AVE,00187,51,80.58L,PREFERENTIAL PARKING,68,6428086,1843225.8,,,
4274674401,2016-01-05T00:00:00.000,1614,EN127,,CA,201606,,CHEV,PA,WT,16201 VENTURA BL,00107,53,88.13B+,METER EXP.,63,6414689.7,1879752.9,,,
4274674412,2016-01-05T00:00:00.000,1620,,,CA,,,NISS,PA,GY,16661 VENTURA BOULEVARD,00107,53,80.56E4+,RED ZONE,93,6411502.1,1880312.7,,,
4274674423,2016-01-05T00:00:00.000,1621,EN195,,CA,201604,,TOYT,PA,SL,16601 VENTURA BL,00107,53,88.13B+,METER EXP.,63,6412058.1,1880199.5,,,
4274674434,2016-01-05T00:00:00.000,1641,EN426,,CA,201610,,LEXS,PA,BK,5000 ENCINO AV,00107,53,88.13B+,METER EXP.,63,6406122.1,1881550.7,,,
4274674445,2016-01-05T00:00:00.000,1655,,,CA,201604,,FORD,PA,SL,16021 DICKENS STREET,00107,53,80.69B,NO PARKING,73,99999,99999,,,
4274674456,2016-01-05T00:00:00.000,1702,EN1024,,CA,201602,,LEXS,PA,WT,15301 DICKENS ST,00107,53,88.13B+,METER EXP.,63,6420614.6,1878232,,,
4274674460,2016-01-05T00:00:00.000,1704,EN1019A,,CA,201610,,LEXS,PA,GY,4500 SHERMAN OAKS AV,00107,53,88.13B+,METER EXP.,63,6419651.3,1878163.7,,,
4274674471,2016-01-05T00:00:00.000,1712,EN36,,CA,201701,,BMW,PA,GY,15501 VENTURA BL,00107,53,88.13B+,METER EXP.,63,6418760.7,1879062.2,,,
4274674482,2016-01-05T00:00:00.000,1715,EN61,,CA,201608,,TOYT,PA,SL,15801 VENTURA BL,00107,53,88.13B+,METER EXP.,63,6417334.9,1879304.3,,,
4274674493,2016-01-05T00:00:00.000,1715,EN62,,CA,201604,,AUDI,PA,SL,15801 VENTURA BL,00107,53,88.13B+,METER EXP.,63,6417334.9,1879304.3,,,
4274674504,2016-01-05T00:00:00.000,1719,EN1049,,CA,201606,,CHRY,PA,WT,4700 WOODLEY AV,00107,53,88.13B+,METER EXP.,63,6415356.4,1879639.8,,,
4274674515,2016-01-05T00:00:00.000,1719,EN1050,,CA,201611,,BMW,PA,WT,4700 WOODLEY AV,00107,53,88.13B+,METER EXP.,63,6415356.4,1879639.8,,,
4274674530,2016-01-05T00:00:00.000,1734,,,CA,201606,,LEXS,PA,BK,16601 VENTURA BOULEVARD,00107,53,80.56E4+,RED ZONE,93,6412058.1,1880199.5,,,
4274674541,2016-01-05T00:00:00.000,1807,,,CA,201601,,HOND,PA,BK,15351 DICKENS STREET,00107,53,22502A,18 IN. CURB/2 WAY,63,6419926.5,1878464.5,,,
4274674552,2016-01-05T00:00:00.000,1830,,,CA,201603,,TOYT,PA,SL,4939 ENCINO AVENUE,00107,53,80.69B,NO PARKING,73,6406120.5,1881117.8,,,
4274674563,2016-01-05T00:00:00.000,1839,EN1018A,,CA,201606,,NISS,PA,BK,4500 SHERMAN OAKS AV,00107,53,88.13B+,METER EXP.,63,6419651.3,1878163.7,,,
4274674574,2016-01-05T00:00:00.000,1841,,,CA,201606,,VOLK,PA,BK,15374 DICKENS STREET,00107,53,80.69B,NO PARKING,73,6419823.9,1878485.6,,,
4274674585,2016-01-05T00:00:00.000,1900,EN669,,MN,201601,,MAZD,PA,BK,4901 ENCINO AV,00107,53,88.13B+,METER EXP.,63,6406119.5,1880862.7,,,
4274674596,2016-01-05T00:00:00.000,1910,EN1026,,CA,201610,,NISS,PA,SL,15301 DICKENS ST,00107,53,88.13B+,METER EXP.,63,6420614.6,1878232,,,
4274674600,2016-01-05T00:00:00.000,1911,,,CA,,,BMW,PA,GY,15409 DICKENS STREET,00107,53,80.56E1,WHITE ZONE,58,6419636.6,1878523.9,,,
4274674611,2016-01-05T00:00:00.000,1916,EN37,,CA,,,JEEP,PA,GY,15601 VENTURA BL,00107,53,88.13B+,METER EXP.,63,6418305.9,1879139.4,,,
4274688014,2016-01-05T00:00:00.000,2143,,,OR,,,PTRB,TK,WT,5700 WILBUR AVE,00310,53,80.69.2,COMM VEH OVER TIME L,133,6396902.3,1886333.2,,,
4274696016,2016-01-05T00:00:00.000,1114,,,CA,201602,,CHEV,PA,GN,22429 HARVARD BLVD S,00563,55,80.73.2,EXCEED 72HRS-ST,68,6468614.8,1758116.1,,,
4274696020,2016-01-05T00:00:00.000,1117,,,CA,201602,,CHEV,PA,GN,22429 HARVARD BLVD S,00563,55,5200,DISPLAY OF PLATES,25,6468614.8,1758116.1,,,
4274696031,2016-01-05T00:00:00.000,1138,,,CA,201607,,DODG,PU,WT,21802 WESTERN AVE S,00563,55,80.56E4+,RED ZONE,93,99999,99999,,,
4274696042,2016-01-05T00:00:00.000,1211,,,CA,201607,,CHEV,PA,GY,1341 CARSON ST W,00563,55,22500E,BLOCKING DRIVEWAY,68,99999,99999,,,
4274696053,2016-01-05T00:00:00.000,1331,,,CA,201606,,CHEV,VN,WT,25001 NORMANDIE AVE S,00563,55,80.56E4+,RED ZONE,93,99999,99999,,,
4274696064,2016-01-05T00:00:00.000,1338,,,CA,201605,,CHEV,PA,GO,1340 257TH ST W,00563,55,80.73.2,EXCEED 72HRS-ST,68,99999,99999,,,
